,title,city,venue,price,genre,link,description
1809,SACRED SPIRIT FESTIVAL,jamshedpur,"Mehrangarh Fort Museum and Trust, Jodhpur",4500 onwards,MUSIC,https://insider.in/sacred-spirit-festival-feb10-2023/event,des
1810,TECH-NO SUNDAY,jamshedpur,"Gold - JW Marriott Hotel Kolkata, Kolkata",500,MUSIC,https://insider.in/techno-sunday-sep25-2022/event,des
1811,Eso He Maa Durga I The Astor I Kolkata | Durga Puja 2022,jamshedpur,"The Astor, Kolkata",1046 onwards,DURGA PUJA,https://insider.in/eso-he-maa-durga-i-the-astor-i-kolkata-durga-puja-2022/event,des
1812,Friday Highlight with RCR I Hi Tribe I Kolkata | Durga Puja 2022,jamshedpur,"HI TRIBE CLUB, Kolkata",799,DURGA PUJA,https://insider.in/friday-highlight-with-rcr-i-hi-tribe-i-kolkata-durga-puja-2022/event,des
1813,Durga Puja Lunch Buffet I Refinery I Kolkata | Durga Puja 2022,jamshedpur,"Refinery 091, Kolkata",1040,DURGA PUJA,https://insider.in/durga-puja-lunch-buffet-i-refinery-i-kolkata-durga-puja-2022/event,des
1814,Raajbarir Bhuri Bhoj at Raajkutir I Swabhumi | Durga Puja 2022,jamshedpur,"Raajkutir Swabhumi, Kolkata",899 onwards,DURGA PUJA,https://insider.in/raajbarir-bhuri-bhoj-at-raajkutir-i-swabhumi-durga-puja-2022/event,des
1815,Food & Fest I The Bridge I The Park | Durga Puja 2022,jamshedpur,"The Park Hotel, Kolkata",1350 onwards,DURGA PUJA,https://insider.in/food-fest-i-the-bridge-i-the-park-durga-puja-2022/event,des
1816,Karunesh Talwar - Adrak Ka Swaad | Kolkata,jamshedpur,"Kala Kunj, Kolkata",499 onwards,COMEDY,https://insider.in/karunesh-talwar-adrak-ka-swaad-kolkata-nov6-2022/event,des
1817,MANDALA MUSIC FESTIVAL,jamshedpur,"Cafe Ekante, Kolkata",799 onwards,FESTIVAL,https://insider.in/mandala-music-festival-nov13-2022/event,des
1818,Hero Indian Super League 2022-23: Jamshedpur FC Last 5 Home Matches Combo ...,jamshedpur,"JRD Tata Sports Complex, Jamshedpur, Jamshedpur",600 - 13000,FOOTBALL,https://insider.in/hero-indian-super-league-2022-23-jamshedpur-fc-last-5-home-matches-combo-ticket/event,des
1819,J Trix Live I Kolkata | Navratri 2022,jamshedpur,"Nocturne, Kolkata",500 onwards,NAVRATRI,https://insider.in/j-trix-live-i-kolkata-navratri-2022/event,des
1820,Sharod Utsav I Bhuribhoj Bengali Buffer I The Stadel | Durga Puja 2022,jamshedpur,"The Stadel, Kolkata",599 onwards,DURGA PUJA,https://insider.in/sharod-utsav-i-bhuribhoj-bengali-buffer-i-the-stadel-durga-puja-2022/event,des
1821,SAIL &DINE WITH LENIN CRUISE | Durga Puja 2022,jamshedpur,"Babughat, Kolkata",699 onwards,DURGA PUJA,https://insider.in/sail-dine-with-lenin-cruise-durga-puja-2022/event,des
1822,Paanch Din Roj Utsober Bhoj I Social Kitchen I Holiday Inn Kolkata Airport...,jamshedpur,"Holiday Inn Kolkata Airport, Kolkata",699 onwards,DURGA PUJA,https://insider.in/paanch-din-roj-utsober-bhoj-i-social-kitchen-i-holiday-inn-kolkata-airport-durga-puja-2022/event,des
1823,DUGGA DUGGA - BONEDIBARI DURGA PUJA PARIKRAMA | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",2999 onwards,DURGA PUJA,https://insider.in/dugga-dugga-bonedibari-durga-puja-parikrama-oct2-2022/event,des
1824,Tomake Chai by Kabir Suman I Ekok Adhunik Gaan I Goonjan,jamshedpur,"Kala Mandir, Kolkata",299 onwards,MUSIC,https://insider.in/kabir-suman-ekok-i-kolkata-sep30-2022/event,des
1825,Panchami Night with Raj Barman I Afraa I Kolkata | Durga Puja 2022,jamshedpur,"Afraa Lounge, Kolkata",3000,DURGA PUJA,https://insider.in/panchami-night-with-raj-barman-i-afraa-i-kolkata-durga-puja-2022/event,des
1826,Music Medicine with Akhil Talreja | Navratri 2022,jamshedpur,"The Westin Kolkata Rajarhat, Kolkata",2000 onwards,NAVRATRI,https://insider.in/music-medicine-with-akhil-talreja-navratri-2022/event,des
1827,Space Ride Festival I Kolkata,jamshedpur,"The LaLiT Great Eastern Kolkata, Kolkata",799 onwards,MUSIC,https://insider.in/space-ride-festival-kolkata/event,des
1828,Dhanyakuria Durga Puja Parikrama | Durga Puja 2022,jamshedpur,"Deshapriya Park, Kolkata",2850,DURGA PUJA,https://insider.in/dhanyakuria-durga-puja-parikrama-oct2-2022/event,des
1829,Pujor Mahabhoj I The Park I Rosewood I Kolkata | Durga Puja 2022,jamshedpur,"The Park Hotel, Kolkata",1095 onwards,DURGA PUJA,https://insider.in/pujor-mahabhoj-i-the-park-i-rosewood-i-kolkata-durga-puja-2022/event,des
1830,DJ SUKETU | CLUB WAFIRA KOLKATA,jamshedpur,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-suketu-club-wafira-kolkata-oct4-2022/event,des
1831,Immersion Cruise I Vivada Cruises | Durga Puja 2022,jamshedpur,"Vivada Cruise, Kolkata",1312 onwards,DURGA PUJA,https://insider.in/immersion-cruise-i-vivada-cruises-durga-puja-2022/event,des
1832,Royal Enfield presents SneakinOut 2.0 by SteppinOut x SoleSearch | Kolkata,jamshedpur,"Cloud Social Rooftop Lounge, Kolkata",199 onwards,EXPERIENCES,https://insider.in/royal-enfield-presents-sneakinout-20-by-steppinout-x-solesearch-kolkata-oct16-2022/event,des
1833,Moitree Concert I Season IV I Warfaze,jamshedpur,"Rabindra Bhavan, Kolkata",699 onwards,MUSIC,https://insider.in/moitree-concert-i-season-iv-i-warfaze-nov12-2022/event,des
1834,SSF Kolkata,jamshedpur,"Nazrul Mancha, Kolkata",200 onwards,MUSIC,https://insider.in/ssf-kolkata/event,des
1835,The Soul Local,jamshedpur,"Venue to be announced, Kolkata",399 onwards,ART & MUSIC,https://insider.in/the-soul-local-dec24-2022/event,des
1836,Day Outing at Vedic Village Spa & Resort,jamshedpur,"The Vedic Village, Kolkata",999 onwards,EXPERIENCES,https://insider.in/day-outing-at-vedic-village-spa-resort-mar2-2022/event,des
1837,' MAHALAYA MAGIC ' | Durga Puja 2022,jamshedpur,"Gyan Mancho Kolkata, Kolkata",250,DURGA PUJA,https://insider.in/-mahalaya-magic-durga-puja-2022/event,des
1838,Sharodiyar Bhuribhoj I Vedic Village I Kolkata | Durga Puja 2022,jamshedpur,"The Vedic Village, Kolkata",999 onwards,DURGA PUJA,https://insider.in/sharodiyar-bhuribhoj-i-vedic-village-i-kolkata-durga-puja-2022/event,des
1839,Tribute to Ed Sheeran & Coldplay ft. Grooverz,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",Free,MUSIC,https://insider.in/tribute-to-ed-sheeran-coldplay-ft-grooverz-sep29-2022/event,des
1840,FIVE MAD MEN- PUJOY PAGLAAMI (DURGA PUJA 2022) | Durga Puja 2022,jamshedpur,"Five Mad Men (5MM), Kolkata",995,DURGA PUJA,https://insider.in/five-mad-men-pujoy-paglaami-durga-puja-2022-durga-puja-2022/event,des
1841,Dhol Dhaak Dhunuchi 3.0 I The Westin Kolkata | Durga Puja 2022,jamshedpur,"The Westin Kolkata Rajarhat, Kolkata",2831 onwards,DURGA PUJA,https://insider.in/dhol-dhaak-dhunuchi-30-i-the-westin-kolkata-durga-puja-2022/event,des
1842,Durga Puja Special Buffet with Music I NX Hotel | Durga Puja 2022,jamshedpur,"NX HOTEL, Kolkata",499 onwards,DURGA PUJA,https://insider.in/durga-puja-special-buffet-with-music-i-nx-hotel-durga-puja-2022/event,des
1843,Anghami Festival I Holiday Inn Kolkata Airport | Navratri 2022,jamshedpur,"Holiday Inn Kolkata Airport, Kolkata",599,NAVRATRI,https://insider.in/anghami-festival-i-holiday-inn-kolkata-airport-navratri-2022/event,des
1844,DJ NOTORIOUS | CLUB WAFIRA KOLKATA,jamshedpur,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-notorious-club-wafira-kolkata-oct1-2022/event,des
1845,Pujor Char Din I Hoye Jak 4 Theme I Onyx I Holiday Inn Kolkata Airport | D...,jamshedpur,"Holiday Inn Kolkata Airport, Kolkata",599 onwards,DURGA PUJA,https://insider.in/pujor-char-din-i-hoye-jak-4-theme-i-onyx-i-holiday-inn-kolkata-airport-durga-puja-2022/event,des
1846,DJ HITESH | CLUB WAFIRA KOLKATA,jamshedpur,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-hitesh-club-wafira-kolkata-oct2-2022/event,des
1847,The Globetrotter's Footprints I Bonedi Bari Puja Parikrama (District town ...,jamshedpur,"Multiple Locations, Kolkata",2199,DURGA PUJA,https://insider.in/tgf-bonedi-bari-puja-parikrama-district-town-village-i-durer-dugga-1-durga-puja-2022/event,des
1848,Almost Human I Club Fenicia I Kolkata | Durga Puja 2022,jamshedpur,"CLUB FENICIA, Kolkata",999 onwards,DURGA PUJA,https://insider.in/almost-human-i-club-fenicia-i-kolkata-durga-puja-2022/event,des
1849,The Globetrotter's Footprints I Bonedi Bari Puja Parikrama (District town ...,jamshedpur,"Multiple Locations, Kolkata",2099,DURGA PUJA,https://insider.in/tgf-bonedi-bari-puja-parikrama-district-town-village-i-durer-dugga-2-durga-puja-2022/event,des
1850,Puja Celebrations at Phoenix I Navami I The Astor I Kolkata | Durga Puja 2022,jamshedpur,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-navami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1851,Navami Night with Underground Authority | Durga Puja 2022,jamshedpur,"Afraa Lounge, Kolkata",3000,DURGA PUJA,https://insider.in/navami-night-with-underground-authority-durga-puja-2022/event,des
1852,VIJAYA DASHAMI DURGA VISARJAN WITH LENIN CRUISE | Durga Puja 2022,jamshedpur,"Babughat, Kolkata",399 onwards,DURGA PUJA,https://insider.in/vijaya-dashami-durga-visarjan-with-lenin-cruise-durga-puja-2022/event,des
1853,Immersion on Ganges | Durga Puja 2022,jamshedpur,"West Bengal Tourist Jetty, Kolkata",1850 onwards,DURGA PUJA,https://insider.in/immersion-on-ganges-durga-puja-2022/event,des
1854,"IndieVerse | Music Festival | Kolkata | ft. Dream Note, Pratyush Dhiman, A...",jamshedpur,"Venue to be announced, Kolkata",999,MUSIC,https://insider.in/indieverse-music-festival-kolakata-ft-dream-note-pratyush-dhiman-anurag-vashisht-oct12-2022/event,des
1855,Loud Cloud I Music and Food Festival I Kolkata I Sign Up,jamshedpur,"Venue to be announced, Kolkata",Tickets Coming Soon,MUSIC,https://insider.in/loud-cloud-i-music-and-food-festival-i-kolkata-oct15-2022/event,des
1856,Cactus Live,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",750,MUSIC,https://insider.in/cactus-live-oct16-2022/event,des
1857,The CCU Festival I Celebrating Calcutta Like Never Before I Taal Kutir Con...,jamshedpur,"Taal Kutir Convention Centre, Kolkata",149 onwards,MUSIC,https://insider.in/the-ccu-festival-i-celebrating-calcutta-like-never-before-i-taal-kutir-convention-centre-oct29-2022/event,des
1858,THE WAREHOUSE,jamshedpur,"Venue to be announced, Kolkata",999 onwards,MUSIC,https://insider.in/the-warehouse-dec16-2022/event,des
1859,Material Drop at Goonj office in Kolkata,jamshedpur,"Venue to be announced, Kolkata",1,VOLUNTEER,https://insider.in/material-drop-at-goonj-office-in-kolkata-dec8-2021/event,des
1860,Free mentoring session for underprivileged / low income background student...,jamshedpur,"Study Alpha Academy, Kolkata",Free,SELF IMPROVEMENT,https://insider.in/free-mentoring-session-for-underprivileged-low-income-background-students-with-free-classes-career-guidance-books-and-study-materials-may3-2022/event,des
1861,CAT 2022 CRASH COURSE WITH FULL REFUND BY DR. SOURAV SIR'S CLASSES,jamshedpur,"Beadon Row, Kolkata",Free,OTHER,https://insider.in/cat-2022-crash-course-with-full-refund-by-dr-sourav-sirs-classes-aug10-2022/event,des
1862,GRE 2022 CRASH COURSE WITH DR. SOURAV SIR'S CLASSES,jamshedpur,"Venue to be announced, Kolkata",Free,OTHER,https://insider.in/gre-2022-crash-course-with-dr-sourav-sirs-classes-aug10-2022/event,des
1863,Candle Light Dinner in River Cruise I Travel Amigo,jamshedpur,"Babughat, Kolkata",17325,EXPERIENCES,https://insider.in/candle-light-dinner-in-river-cruise-i-travel-amigo-jan20-2022/event,des
1864,Private Candle Light Dinner with Lenin Cruises,jamshedpur,"Babughat, Kolkata",24999,DATE MEET,https://insider.in/private-candle-light-dinner-with-lenin-cruises-sep2-2022/event,des
1865,MaMoGi Masterclasses in Kolkata,jamshedpur,"Skinny Mo's Jazz Club, Kolkata",2000,MUSIC,https://insider.in/mamogi-masterclasses-in-kolkata-sep27-2022/event,des
1866,WRONG NUMBER,jamshedpur,"মুক্তাঙ্গন, Kolkata",100,THEATRE,https://insider.in/wrong-number-sep27-2022/event,des
1867,Palindrome Live,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",Free,MUSIC,https://insider.in/palindrome-live-sep14-2022/event,des
1868,Mahabhoj Thali at BHOOMI I Vedic Village I Kolkata | Durga Puja 2022,jamshedpur,"The Vedic Village, Kolkata",2199 onwards,DURGA PUJA,https://insider.in/mahabhoj-thali-at-bhoomi-i-vedic-village-i-kolkata-durga-puja-2022/event,des
1869,Weekend Day Outing @ IBIZA,jamshedpur,"Ibiza The Fern Resort & Spa, Kolkata",800 onwards,EXPERIENCES,https://insider.in/weekend-day-outing-ibiza-mar1-2022/event,des
1870,Pujoi Maha Bhoj I Orko's Restaurant and Lounge Bar I Kolkata | Durga Puja ...,jamshedpur,"Orko'ss Restaurant & Lounge Bar, Kolkata",1299,DURGA PUJA,https://insider.in/pujoi-maha-bhoj-i-orkos-restaurant-and-lounge-bar-i-kolkata-durga-puja-2022/event,des
1871,Sharodiyar Mahabhoj I Ecohub I Kolkata | Durga Puja 2022,jamshedpur,"ECOHUB, Kolkata",945,DURGA PUJA,https://insider.in/sharodiyar-mahabhoj-i-ecohub-i-kolkata-durga-puja-2022/event,des
1872,Pujor Aahaar I Regenta Orko's I Kolkata | Durga Puja 2022,jamshedpur,"Regenta Orkos Kolkata, Kolkata",950 onwards,DURGA PUJA,https://insider.in/pujor-aahaar-i-regenta-orkos-i-kolkata-durga-puja-2022/event,des
1873,Pujor Maha Bhoj at Club Verde I Kolkata | Durga Puja 2022,jamshedpur,"Club Verde, Kolkata",900,DURGA PUJA,https://insider.in/pujor-maha-bhoj-at-club-verde-i-kolkata-durga-puja-2022/event,des
1874,Puja Celebrations at Phoenix I Panchami I The Astor I Kolkata | Durga Puja...,jamshedpur,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-panchami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1875,Panchami Bollywood Night ft. Bandeh,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/panchami-bollywood-night-ft-bandeh-sep30-2022/event,des
1876,ELEKTROOM FT. SANJAY DUTTA | MAKATI KOLKATA,jamshedpur,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/elektroom-ft-sanjay-dutta-makati-kolkata-sep30-2022/event,des
1877,DJ RONNIE | BOTANIK,jamshedpur,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-ronnie-botanik-sep30-2022/event,des
1878,The Great Puja Weekender I Kolkata I The Lalit Great Eastern | Navratri 2022,jamshedpur,"The LaLiT Great Eastern Kolkata, Kolkata",799 onwards,NAVRATRI,https://insider.in/the-great-puja-weekender-i-kolkata-i-the-lalit-great-eastern-navratri-2022/event,des
1879,Durga Puja Mahabhoj I Kenilworth Hotel I Kolkata | Durga Puja 2022,jamshedpur,"Kenilworth Hotel Kolkata, Kolkata",849 onwards,DURGA PUJA,https://insider.in/durga-puja-mahabhoj-i-kenilworth-hotel-i-kolkata-durga-puja-2022/event,des
1880,From Bengal With Love I The Salt House | Durga Puja 2022,jamshedpur,"The Salt House, Kolkata",1275 onwards,DURGA PUJA,https://insider.in/from-bengal-with-love-i-the-salt-house-durga-puja-2022/event,des
1881,Puja Celebrations at Phoenix I Sashti I The Astor I Kolkata | Durga Puja 2022,jamshedpur,"The Astor, Kolkata",1800 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-the-astor-i-kolkata-durga-puja-2022/event,des
1882,Charu Suri Trio Live at Skinny Mo's Jazz Club,jamshedpur,"Skinny Mo's Jazz Club, Kolkata",499 onwards,MUSIC,https://insider.in/charu-suri-trio-live-at-skinny-mos-jazz-club-oct1-2022/event,des
1883,Shashti Remix Night ft. Dj Jitesh,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/shashti-remix-night-ft-dj-jitesh-oct1-2022/event,des
1884,DJ ZUBY | BOTANIK,jamshedpur,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-zuby-botanik-oct1-2022/event,des
1885,DJ AMIT SAXENA | MAKATI,jamshedpur,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-amit-saxena-makati-oct1-2022/event,des
1886,Vedaham Travels Puja Parikrama 2022 | Durga Puja 2022,jamshedpur,"Chandannagar Police Station, Kolkata",3200,DURGA PUJA,https://insider.in/vedaham-travels-puja-parikrama-2022-durga-puja-2022/event,des
1887,Gram Banglar Puja Parikrama-Kalna | Durga Puja 2022,jamshedpur,"Pantaloons Garia Bazaar, Kolkata",3100,DURGA PUJA,https://insider.in/gram-banglar-puja-parikramakalna-durga-puja-2022/event,des
1888,The Globetrotter's Footprints I Bonedi Bari Puja Parikrama ( Kolkata) | D...,jamshedpur,"Multiple Locations, Kolkata",1899,DURGA PUJA,https://insider.in/tgf-bonedi-bari-puja-parikrama-kolkata-durga-puja-2022/event,des
1889,Durga Puja Special Buffet I The Conclave I Kolkata | Durga Puja 2022,jamshedpur,"Conclave at Afraa, Kolkata",1574,DURGA PUJA,https://insider.in/durga-puja-special-buffet-i-the-conclave-i-kolkata-durga-puja-2022/event,des
1890,Mahabhoj Marvels I Mahabhoj Cultural Fest I JW Marriott I Kolkata | Durga ...,jamshedpur,"JW Marriott Hotel, Kolkata",3421,DURGA PUJA,https://insider.in/mahabhoj-marvels-i-mahabhoj-cultural-fest-i-jw-marriott-i-kolkata-durga-puja-2022/event,des
1891,Durga Puja Mahabhoj I Regency 1 I Kenilworth Hotel I Kolkata | Durga Puj...,jamshedpur,"Kenilworth Hotel Kolkata, Kolkata",699 onwards,DURGA PUJA,https://insider.in/durga-puja-mahabhoj-i-regency-1-i-kenilworth-hotel-i-kolkata-durga-puja-2022/event,des
1892,Sunday Autumn Brunch at Capella I Kolkata,jamshedpur,"Capella (Altair Boutique Hotel), Kolkata",999 onwards,BRUNCH,https://insider.in/sunday-autumn-brunch-at-capella-i-kolkata-aug28-2022/event,des
1893,Sharodiyar Maha Bhoj I Capella I Altair | Durga Puja 2022,jamshedpur,"Ambuja Neotia EcoCentre, Kolkata",1399 onwards,DURGA PUJA,https://insider.in/sharodiyar-maha-bhoj-i-capella-i-altair-durga-puja-2022/event,des
1894,Puja Celebrations at Phoenix I Saptami I The Astor I Kolkata | Durga Puja ...,jamshedpur,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-saptami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1895,Saptami Remix Night ft. DJ Jitesh,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/saptami-remix-night-ft-dj-jitesh-oct2-2022/event,des
1896,DJ ESHA | BOTANIK,jamshedpur,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-esha-botanik-oct2-2022/event,des
1897,BOLLYWOOD FT. DIPPY BINDRA | MAKATI,jamshedpur,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/bollywood-ft-dippy-bindra-makati-oct2-2022/event,des
1898,BelurMath & Sabeki Puja Parikrama | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",2650,DURGA PUJA,https://insider.in/belurmath-sabeki-puja-parikrama-durga-puja-2022/event,des
1899,Puja Celebrations at Phoenix I Ashtami I The Astor I Kolkata | Durga Puja ...,jamshedpur,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-ashtami-i-the-astor-i-kolkata-durga-puja-2022/event,des
1900,The Great Puja Weekender I The Lalit Great Eastern I Kolkata | Navratri 2022,jamshedpur,"The LaLiT Great Eastern Kolkata, Kolkata",799 onwards,NAVRATRI,https://insider.in/the-great-puja-weekender-i-the-lalit-great-eastern-i-kolkata-navratri-2022/event,des
1901,Ashtami Bollywood Night ft. DJ Enzed,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/ashtami-bollywood-night-ft-dj-enzed-oct3-2022/event,des
1902,DJ AKIRAA | BOTANIK,jamshedpur,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-akiraa-botanik-oct3-2022/event,des
1903,DJ ASEN | CLUB WAFIRA KOLKATA,jamshedpur,"Wafira, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-asen-club-wafira-kolkata-oct3-2022/event,des
1904,DJ RITZZZE | MAKATI,jamshedpur,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-ritzzze-makati-oct3-2022/event,des
1905,Navami Bollywood Night ft. DJ Priyanka,jamshedpur,"Hard Rock Cafe Kolkata, Kolkata",1500,MUSIC,https://insider.in/navami-bollywood-night-ft-dj-priyanka-oct4-2022/event,des
1906,DJ ROHEN | BOTANIK,jamshedpur,"Botanik, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-rohen-botanik-oct4-2022/event,des
1907,DJ RAVISH | MAKATI,jamshedpur,"Makati Kolkata, Kolkata",1000 onwards,MUSIC,https://insider.in/dj-ravish-makati-oct4-2022/event,des
1908,BISARJAN - EPAR BANGLA OPAR BANGLA | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",3199 onwards,DURGA PUJA,https://insider.in/bisarjan-epar-bangla-opar-bangla-durga-puja-2022/event,des
1909,Bisarjan Epar Bangla Opar Bangla | Durga Puja 2022,jamshedpur,"Multiple Locations, Kolkata",2950,DURGA PUJA,https://insider.in/bisarjan-epar-bangla-opar-bangla-oct5-2022/event,des
1910,Puja Celebrations at Phoenix I Dashmi I The Astor I Kolkata | Durga Puja 2022,jamshedpur,"The Astor, Kolkata",1500 onwards,DURGA PUJA,https://insider.in/puja-celebrations-at-phoenix-i-dashmi-i-the-astor-i-kolkata-durga-puja-2022/event,des
